,Unnamed: 0,comment,sentimen
1191,1191,gua ga tuju sih uang ada d korupsi lalu jg ga tepat sasar dr pd uang utk property rumah bukan lebih baik utk didik banyak sekali luar sana ga tempuh sarjana pascasarjana karna mampu biaya beri property org mampu tdk bnyk beri manfaat org bnyk smntara kalo didik bnyk sekali mmanfaatny bagai sektor org bnyk kt investasi infrastruktur informasi transportasi cukup mudah kalo kt ga cepat tingkat kualitas sumber daya manusia kt bangun percuma justru jd beban karna biaya rekonstruksi bunga hutang sy liat skrg jg kt bangun infrastruktur tp industri asing nikmat bnyk skali skrg produk asing yang masuk negara kt bahkan kata ancam industri lokal pabrik manufaktur tutup telkomsel jg skrg pny saing kuat starlink perintah pny solusi kalo puluh tahun kt ini terus bs inflasi besar bukan mungkin ulang krisis 98,negatif
1192,1192,ragu nasib tapera akan sama nasib progam harus himpun dana ingat kualitas jabat yang yah semua tahu blm sistem yang masih beranta,negatif
1193,1193,tipu culik percaya,negatif
1194,1194,gg,negatif
1195,1195,sistem kelola sangat buruk cuma jadi lobang korupsi,negatif
1196,1196,terima kasih koh atas jelas salut lengkap bangetsampai histori taperanya,positif
1197,1197,emang kacau sih klo ken rakyat punya rumah tambahin aja dapat rakyat gitu aja kok repot otak ditaro mikir simpel aja populis doank normatif doang,negatif
1198,1198,271 t buat bangun rumah jadi berapa yah,negatif
1199,1199,kalo mw dijelasin banyak rasa berat ikt tapera sih kujadiin skripsi tebal nya padahal tuju aj tapera program bagustapi paling parah percaya rakyat 500m buat serta tapera dlu aj g bsa urus dgn alas kewalahan padahal g mungkin kurang tenaga kerjasudah bpjs ud sempurna nooooooo service jelek ad mw masuk igd antri ad kritis dlllebih bagus urus dulu deh sistem pemerintahanselagi korupsi rajalela jangan harap dah rampung program,negatif
1200,1200,ibu pns bulan potong gaji akhir bikin rumah sendiri trus pensiun uang ga dicairin kan omongkosong tapera,negatif
1201,1201,suka tag line nya tambah derita rakyat hihihi,positif
1202,1202,jangan salah mas tapera dari rakyat rakyat tapi kuat sipa rakyat tukang calo,negatif
1203,1203,klu sistem nya keg luar negeri korutor hukum mati baru tuju koruptor lalang buana kog suruh nabung tapera apa gk malu nabung pasti aja bank nabung kog tapera duit korupsi gk balik udah rumah gk cuma nyenengin koruptor ngeruk dana segar,negatif
1204,1204,pak lurah berfikir keras gimana cara cari duit iur rakyat gantiin dana kampanye nya kemarin selamat juang pak lurah,negatif
1205,1205,tapera bagus ok bikin ga percaya system kelola uang tapera nya perintah indonesia masih banyak pejabat2 oknum mafia koruptor aturan2 negara saja bisa manipulasi dinasti duit bosss ga butuh tabung tapera alhamdulillah dah punya rumah sorryyyy yeeeee,negatif
1206,1206,58 nyoblos gaboleh ngeluh wkwkwk,negatif
1207,1207,jenius hanya pikir sistem nya arisan jenis bakal perintah hadap kendala ada bpjs aja mudah rencana awal kendala korupsi kendala biaya produksi bagaimana kalau orang sulit ekonomi apa cari utang anak sekolahtapera jangan wajib mau ikut silah jangan paksa ikut bijak bodoh yang kalau paksa tidak tau kondisi rakyat jelata sungguh,negatif
1208,1208,koruptor hukum mati dulu baru percaya paling udah banyak korup,negatif
1209,1209,harus buat warga 58 aja,negatif
1210,1210,sihprogram nya masyarakat mulubikin lah program berantas korupsi bagusprogram berantas korupsi ajah kacauprogram masyarakat ko berat,negatif
1211,1211,masy percaya pemrtintah ngotot masuk power abuse lepas dr posisi negara kan negara demokratis suara rakyat sak 0 gtu kedengeran,negatif
1212,1212,cara prosedur manfaat nya bagaimanaminim sosialisasiyang sosialisasi bayar iur aja,negatif
1213,1213,program tapera belum aja hampir 125ribu pensiun pns terima uang tapera sejak pensiun gimana mau percayayang kata 900ribu terima nyata terima ratarata empat doanggimane mau percaya,negatif
1214,1214,bapak2 perintah kayak nonton video2 rakyat biasa gin bisa lebih edukasi bapak2,positif
1215,1215,3 terus inflasi per tahun berapa nilai uang makin turun jadi uang lebih lama turun nilai,negatif
1216,1216,tapera asn aja bom cair sampe 500 milyar lebih bagaimana rakyat mau percaya ama program tapera mau terap karyawan swasta pejabat2nya korup gila2an sampe buat beli skincare anak bini aja pake duit korup jg program perintah indonesia apa ga percaya ama rakyat beda sama negara2 kerja perintah bisa percaya,negatif
1217,1217,kan ada badan bp bpjs ntidak kembang dr situ potong ada bp tapera makin gemuk ruwet birokrasi,negatif
1218,1218,buat karyawan kontrak tetep iur tapera pas habis masa kontrak duit iur dpotong tiap bulan gimana di ambil ngga,negatif
1219,1219,makmur konten kreator pada kerja industri,positif
1220,1220,dahulu perintah korupsi di berantas dulu yahh,negatif
1221,1221,ketimbang tapera lebih percaya billie eilish orang nganjuk,negatif
1222,1222,btul bg program bagus atur main ga masuk mnurut sya perlu revisi d tinjau kembalibelum kasus2 korupsi udah darah daging perintah,negatif
1223,1223,memng bags kalau terap negara tingkat korupsi rendah kalau negara bukan rahasia umum kalau tingkat desa aja banyak korupsi bagaimna atas jadi wajar masyarakat mulai percaya program2,negatif
1224,1224,taperadari rakyatuntuk jabat,negatif
1225,1225,perintah bagi besar rakyat bom selesai fase kuasa jadi pns aja negara ga bakal bangkrut kerabat jabat untung bom waktu nyentuh fase goverment as a service,positif
1226,1226,negara perintah bener2 ken bikin negara maju negara kitapemerintahnya fokus balikin modal bang cara instan masalah awal pas nyalon modal gede balik rakyat juga mudah banget beli suara jadi gimana salah semuadan satu presiden atidak laen hasil kalah pdi milu kemarin asli rada2 sekarang pak jokowi,positif
1227,1227,bukan tabung paksa mah pinjam paksa balikinnya lamaaaaa,negatif
1228,1228,bro sorry indonesia mah ga butuh tapera lain2 resin aja korupsi uang berapa bayang gatimah berapa ratus t emas gimanabatu barsnikelminyakapalagi dah sda indonesiakorupsi ilangin aja udah enak kok,negatif
1229,1229,gmn mw trust sm pmrintah korupsi trus kerja,negatif
1230,1230,seperti suruh endors tapera nih,negatif
1231,1231,mega korupsi 100 di korupsi,negatif
1232,1232,gue siap kasih 10 gaji gue tiap bulan sukarela serah lu mau pecahin jadi apa ajaasalkan program nya jalan kelola jamin full amanah jujur ada skandal apapunnyatanya perintah udah katidak percaya rakyat malah ngotot ken ngeruk duit rakyat bego 2045 indonesia emas kentut,negatif
1233,1233,trust aja sama perintah trust aja sama rupiah trust aja sama bank trust aja sama sistem coba kali kali liat cadang cash bank ada berapa banding saldo lu gapapa emg hidup dunia trust doang kok klo tiba2 krismon jangan nang,negatif
1234,1234,masalah tanah mana,negatif
1235,1235,lama komisaris gaji 43 juta bulan mah buat bayar gaji die orang dari duit,negatif
1236,1236,yukk perintah keluarin potongan1 gajiuntuk makan siang gratisyang makan expat kerja indonesiawkwkwk,positif
1237,1237,percaya perintah,positif
1238,1238,tuh perintah mau pinjem duit sok bijak aja,negatif
1239,1239,bro masalah rekrut guru pppk masih tuntas tambah pusing dah,negatif
1240,1240,mungkin semua program perintah percaya segera laku uu hukum mati koruptor sita seluruh harta para koruptor keluarga laku eksekusi para koruptor segera mungkin bukti dulu kepada seluruh masyarakat indonesia program hanya jadi wacana akan anjak mana lama program perintah selalu kaca negara tetangga negara kenapa hukum para koruptor tidak contoh,negatif
1241,1241,terus teranng ga percaya sama program iniga percaya sama pemrintah maaf,negatif
1242,1242,lebih baik kena sanksi masuk penjara kek pada bayar tapera ujung2nya buat korupsi program pertama aja pns bnyak minus koq skrng mau dilnjutin smw kerja kerja cape cape buat kasih makan jabat korup enak hidup gelimang harta pantas di dapat atas pendertiaan banyak orang masih mkir gmna cara hidup sampe akhir bulan tidak makan indomie trus,negatif
1243,1243,program bagustapi kelola perintah percayabumn aja kalau tidak numpuk hutang bangkrut,negatif
1244,1244,tabung paksa maling paksa depo terus nanti bisa cair,negatif
1245,1245,benar program bpjs tenaga kerja nama mltdan harus program mlt ini di maksimal tuju agar kerja punya rumahdaripada buat program baru awal pns tnipolri luas jadi semua kerja bahkan freelance aja kenadan banyak benar program rumah kprperumnasdp murahdllyang sudah berjalantapi aneh perintah paksa tapera inidan tahu kalo banyak aneh tapera inijudulnya tabung rumah tidak jamin dapet rumahjudulnya tabung sifat wajib judul tabung setor atur pihak pengelolajudulnya tabung baru ambil pensiunjudulnya tabung rumah jelas gotong royong juga banyak kasus korupsi jenis asabri jiwasrayataspen sampai ini jauh kata selesai adilingat korupsi ini masuk wilayah perdata jika perdata korbanpelapor butuh lebih banyak effortusahatenagabiayadanapikiran untuk tidak pasti masalah juang tidak jamin apa yang juang korbanpelapor dapat cara utuh,negatif
1246,1246,woy lu bilang ada kepercarayaan rakyat thd pemerintahwoy 58 ken lanjut arti puas pemerintahwoy hasil survey 80 rakyat puas sama jokowiwoy jangan asal ngomong lowkwkw,negatif
1247,1247,daerah kota contoh spt surabaya ada rumah subsidi,negatif
1248,1248,lama undang ampas asset utnuk laku korupsi di sahkan korupsi rajalela masyarakat wajib nolak bijak tapera,negatif
1249,1249,udah3 jogetin ajawkwkpilihan kalian kanwkwkw,positif
1250,1250,masalah rakyat ga percaya,negatif
1251,1251,tapera tipu tipu,negatif
1252,1252,gw cuma ntidakak perintah maksa nabung rupiah ampas 30 taun juga 1 usd 30000 harga rumah dah 30man tapera cair paling cuma cukup buat beli 1 gerobak es cekek,negatif
1253,1253,itu masalah masyarakat gk percaya pemerintahbayang korupsi gk yakin kelola dilakuin juga sering proses jadi rumit semrawut,negatif
1254,1254,banglu jahatsarkas banget,negatif
1255,1255,tu program gali lobang tutup lobang gali lobang tengah tutup lobang mbryaa macam modus buat baik makanya bilang tabung mulia emang atidak jijik si dnger nya tuju yang tengah minta korban rumahh yang mbr rumah laku developer duit perintah pajak tiap taon harga rumah makin makin makin mahal mo kpr alias kredit saja beli satu bayar 2 rumah kan ngeri siemang ga niat bangun rumah murah rakyat,negatif
1256,1256,271 t ya kabar kok malah bikin atur maksa nabung bikin ntidakak nih buka benah dalam dulu malah maksa rakyat kecil gimana rakyat mau percaya klo dana tabung aman lha banyak korupsi,negatif
1257,1257,cuy tengah video banyak cut cut jadi konteks atidak lari ni apa,negatif
1258,1258,moga jabat negara suka bohong curi menyalahgunakan jabat hindar kutu sial,negatif
1259,1259,justru masalah skema good will skema jelas feasible sosialisasi baik uji jawab logis semua tanya teknis aju perangkat dukung siap matang baru bijak laku suspicious intention skema jelas bijak langsung eksekusi tanya cap buzzer tidak punya jiwa sosial tolak sanksi,negatif
1260,1260,jenius kalo beneran dapet boz tapera udah lama benar banyak belum cair,negatif
1261,1261,konsep memang gotong royong untung buat rakyat mbr gaji bawah 8jt buat di atas 8jt jadi tabung pensiun pasti udah dapet bunga investasi jg cuma jd masalah semua org rela bantu masyarakat mbr jd kl emang ken jalan pastiin dulu berantas korupsi bener2 ditetidakkan,positif
1262,1262,uang tni aja ditilep uang karyawan bukan militer,negatif
1263,1263,good videony makasih ko,negatif
1264,1264,lagi rampok inflasi tciahhh,negatif
1265,1265,sangat tuju perintah indonesia perlu dapat percaya dulu rakyat,negatif
1266,1266,korupsi kedok indonesia emas,negatif
1267,1267,ahhaa negara kok rasa usaha ahaha kalau pensiun anak nya megang usaha ahaha,negatif
1268,1268,tentarapnsmenteri agama korupsi tapera,negatif
1269,1269,rawan koh uang asabri di selewengin,negatif
1270,1270,yaa bobrok lahh orang pmerintahan nya jaa bobrok lurah hnya mikirin kluarganya,negatif
1271,1271,selamat bumn karya mah,positif
1272,1272,bumn aja ladang korupsi lah lagi paksa depo dgn alas rumah skema ponzi level perintah membernya rakyat,negatif
1273,1273,mas mah cuma akalakalan rampokbegal rakyat guna undangundang alat ancam,negatif
1274,1274,negara tuju satu cipta ladang korupsi baru,negatif
1275,1275,wong emang bukan buat kredit rumah rakyat kok tuju wkwkwk,negatif
1276,1276,tidak pakai konsep nya bossman mardigu menteri rumah rakyat butuh uang berapa bangun 10 jt unit rumah cetak uang bangun pabrik semen jalan besi jalan masyarakat ambil rumah sistem syariah,negatif
1277,1277,dar sharing sy nasabah jiwasraya kalau dasar alam pribadi dana jiwasraya baik annuitas pensiun maupun nasabah biasa kena potong 40persen jd tiap 1juta dana percaya jiwasraya nasabah terima 600rb hal rupa jadi tapera tdk yang tahu,negatif
1278,1278,cita cita baru content creator no jadi jabat konoha yes,positif
1279,1279,lama birokrasi lu tara meritokrasinya china singapore gw bakal lawan terus tapera,negatif
1280,1280,gua mau cairin bpjs aja ga krena keluar kerja pakelaring pmerintah ngambilnya ma gampang auto debit rekening asa investasi bodong dipajekin perintah,negatif
1281,1281,pakde ikut tapera mulai tahun 1986 2023 pensiun sekarang nerima uang tapera ngurus sulit belit buat klaim dulu nama bukan tapera taperum nyata berani bukti fakta inibisa tanggung jawabkanjadi tetap tuju ada tapera wajib buat semuananti gx jelas lari dana sebut kemanaintinya rezim jokowi lebih sangat bobrok rezim terdahulusemoga negara ini kelak pimpin benar tulus bikin rakyat tengah bawah sejahteraamin,negatif
1282,1282,benrin aja hukum buat korupsi yakin bisa kuat percaya klw nnti ujung2nya uangynya ngga bakal korupsi,positif
1283,1283,sarkasme kan,negatif
1284,1284,nonton raymond percaya kontennyakalo ga percaya,negatif
1285,1285,serang dprnya desak biar buat uu hukum mati,negatif
1286,1286,malah bikin ladang korupsi baru,negatif
1287,1287,butuh jamin upa uu ampas aset koruptor hukum mati koruptor,negatif
1288,1288,buru2 yah liat mentah banget,negatif
1289,1289,negara butuh dana segar buat makan siang gratis sama bayar hutang cina,negatif
1290,1290,usaha swasta sdh mandiri lalu koperasi karyawan sdh cakup jauh pinjol,negatif
1291,1291,taekkkk,negatif
1292,1292,ntar netflix bikin film nanti hak meninggoy,negatif
1293,1293,alkisah negara konoha tabung haji buat ketemu tuhan aja korup cuma buat beli rumah,negatif
1294,1294,kelompok tengah rangkak habis covid kondisi ekonomi belum pulihditambah inflasi sebab naik biaya didik naik biaya2 lain daya beli masyarakat aja lesu banyak juang nol mulai usaha banyak karyawan umkm di phk covid bukan perintah bantu stabil malah cekik maksa harus ngasih 3 tapera,negatif
1295,1295,naik gaji aja 3 kena potong bayar hutanghuhuhu,negatif
1296,1296,jangan tapera1 bansos aja korupsi mensos juliari peter batubara2 dana ibadah haji buat orang mau ibadah korupsi suryadharma ali3 dana ganda alquran loh korupsi zulkarnaen fahd dendy 4 sekarang timah 271t baca nambah jadi 300t harvey moeis dkkapalagi denda berapa akh fakta emng sepi,negatif
1297,1297,aku bangga jadi pe kebun kurma arabdisini loss kerja tidur ngaji kerja tidur ngaji,positif
1298,1298,eksekusi aja nah kalo ada hasil tahun depan turunin rezim nya biar kerja kaya kuda,negatif
1299,1299,gas gas,negatif
1300,1300,epf cpf tu retirement fund bukan seluruh bayar pekerjamajikan lebih potong nya,negatif
1301,1301,indonesia kaya raya terlalu kecil sejahtera rakyat nya didik gratis rumah subsidi cicil ringan buat rakyat jamin sosial jamin sehat ahh keciil ingat doang bilang prof mahfud md rakyat gaji xx jt kerjamasalahnya kelola uang dapat sda bumn pajak itu bener2 parahahh sudah terlalu buang2 waktu utk bahas ini klo goal nya ga dianggapya,negatif
1302,1302,kata gotong royong kerja 28 usaha 05 negara nol gaji jabat tapera nya 3040 jutabulan jenius bukan,negatif
